active,title,content,image_url,read_more_url,storage_key
true,"Join us on 811 day!","811 Day is around the corner! NRCGA is celebrating 811 Day at the Aviators Stadium. Tickets just $8.11! Come out to support safe digging, connect with the industry, and enjoy a night at the Aviators ballpark!","assets/images/programs/811 day/811day26flyer.png","https://am.ticketmaster.com/aviatorslv/buy/quickbuy?id=OTc%3D&camefrom=CALL811&nscid=HaliteAlpha%3AMUIEAKYoGFvHPIuyUatCnFn2rv_IlI3vdE821DyNywNznVkNBJgxpu6oGuib1vjvsdsp8gc0WqgHdWxzdrGWwaeYGn1wXRY0dvmeH-ohiDRoxoHuegIY2hAmPe8hzP4NeCzbVP0t_FW0zCjSwfYKsEqZ_de2c5lnfbCtFeDVUG_JetG544Posz4-G78HxYvz"

